,policy,icache_cap,icache_ways,icache_blsz,dcache_cap,dcache_ways,dcache_blsz
715,rand,4096,4,128,1048576,8,128
716,lru,4096,4,128,1048576,4,128
717,rand,4096,4,128,1048576,16,128
718,lru,4096,4,128,1048576,16,128
719,rrip,4096,4,128,1048576,16,128
720,rrip,4096,8,128,1048576,1,128
721,rand,4096,8,128,1048576,1,128
722,lru,4096,8,128,1048576,1,128
723,rrip,4096,8,128,1048576,2,128
724,lru,4096,8,128,1048576,2,128
725,rrip,4096,8,128,1048576,4,128
726,rand,4096,8,128,1048576,4,128
727,rand,4096,8,128,1048576,2,128
728,rand,4096,8,128,1048576,8,128
729,lru,4096,8,128,1048576,4,128
730,rrip,4096,8,128,1048576,8,128
731,rand,4096,8,128,1048576,16,128
732,lru,4096,8,128,1048576,8,128
733,lru,4096,8,128,1048576,16,128
734,rrip,4096,8,128,1048576,16,128
735,rand,4096,16,128,1048576,1,128
736,rrip,4096,16,128,1048576,1,128
737,lru,4096,16,128,1048576,2,128
738,lru,4096,16,128,1048576,1,128
739,rand,4096,16,128,1048576,2,128
740,rrip,4096,16,128,1048576,2,128
741,rrip,4096,16,128,1048576,4,128
742,rand,4096,16,128,1048576,4,128
743,rand,4096,16,128,1048576,8,128
744,lru,4096,16,128,1048576,4,128
745,lru,4096,16,128,1048576,8,128
746,rrip,4096,16,128,1048576,16,128
747,rrip,4096,16,128,1048576,8,128
748,lru,4096,16,128,1048576,16,128
749,rand,4096,16,128,1048576,16,128
750,rand,8192,1,128,65536,1,128
751,rrip,8192,1,128,65536,1,128
752,lru,8192,1,128,65536,2,128
753,rand,8192,1,128,65536,2,128
754,lru,8192,1,128,65536,4,128
755,rand,8192,1,128,65536,4,128
756,rrip,8192,1,128,65536,2,128
757,lru,8192,1,128,65536,1,128
758,rand,8192,1,128,65536,8,128
759,lru,8192,1,128,65536,8,128
760,lru,8192,1,128,65536,16,128
761,rrip,8192,1,128,65536,16,128
762,rrip,8192,1,128,65536,4,128
763,rrip,8192,1,128,65536,8,128
764,rand,8192,1,128,65536,16,128
765,rand,8192,2,128,65536,1,128
766,lru,8192,2,128,65536,1,128
767,rrip,8192,2,128,65536,1,128
768,lru,8192,2,128,65536,2,128
769,rrip,8192,2,128,65536,2,128
770,lru,8192,2,128,65536,4,128
771,rand,8192,2,128,65536,2,128
772,rand,8192,2,128,65536,8,128
773,rrip,8192,2,128,65536,4,128
774,rand,8192,2,128,65536,4,128
775,rrip,8192,2,128,65536,8,128
776,rand,8192,2,128,65536,16,128
777,rrip,8192,2,128,65536,16,128
778,lru,8192,2,128,65536,16,128
779,lru,8192,2,128,65536,8,128
780,lru,8192,4,128,65536,1,128
781,rand,8192,4,128,65536,1,128
782,rrip,8192,4,128,65536,1,128
783,rrip,8192,4,128,65536,2,128
784,rand,8192,4,128,65536,2,128
785,lru,8192,4,128,65536,2,128
786,lru,8192,4,128,65536,4,128
787,rrip,8192,4,128,65536,4,128
788,rand,8192,4,128,65536,4,128
789,rrip,8192,4,128,65536,8,128
790,lru,8192,4,128,65536,8,128
791,rand,8192,4,128,65536,8,128
792,lru,8192,4,128,65536,16,128
793,rand,8192,4,128,65536,16,128
794,rrip,8192,4,128,65536,16,128
795,rand,8192,8,128,65536,1,128
796,rrip,8192,8,128,65536,1,128
797,lru,8192,8,128,65536,2,128
798,rand,8192,8,128,65536,2,128
799,lru,8192,8,128,65536,1,128
800,lru,8192,8,128,65536,4,128
801,rrip,8192,8,128,65536,2,128
802,rand,8192,8,128,65536,8,128
803,rand,8192,8,128,65536,4,128
804,rrip,8192,8,128,65536,4,128
805,lru,8192,8,128,65536,8,128
806,rand,8192,8,128,65536,16,128
807,rrip,8192,8,128,65536,16,128
808,lru,8192,8,128,65536,16,128
809,rrip,8192,8,128,65536,8,128
810,rand,8192,16,128,65536,1,128
811,lru,8192,16,128,65536,1,128
812,rrip,8192,16,128,65536,1,128
813,rrip,8192,16,128,65536,2,128
814,rand,8192,16,128,65536,2,128
815,rand,8192,16,128,65536,4,128
816,lru,8192,16,128,65536,2,128
817,lru,8192,16,128,65536,4,128
818,rand,8192,16,128,65536,8,128
819,rrip,8192,16,128,65536,4,128
820,lru,8192,16,128,65536,8,128
821,rrip,8192,16,128,65536,8,128
822,rand,8192,16,128,65536,16,128
823,rrip,8192,16,128,65536,16,128
824,lru,8192,16,128,65536,16,128
825,lru,8192,1,128,131072,1,128
826,rand,8192,1,128,131072,1,128
827,lru,8192,1,128,131072,2,128
828,rand,8192,1,128,131072,2,128
829,rrip,8192,1,128,131072,1,128
830,rrip,8192,1,128,131072,2,128
831,rand,8192,1,128,131072,4,128
832,lru,8192,1,128,131072,4,128
833,rrip,8192,1,128,131072,4,128
834,lru,8192,1,128,131072,8,128
835,rrip,8192,1,128,131072,8,128
836,lru,8192,1,128,131072,16,128
837,rrip,8192,1,128,131072,16,128
838,rand,8192,1,128,131072,8,128
839,rand,8192,1,128,131072,16,128
840,lru,8192,2,128,131072,1,128
841,rand,8192,2,128,131072,1,128
842,rrip,8192,2,128,131072,1,128
843,lru,8192,2,128,131072,4,128
844,rand,8192,2,128,131072,4,128
845,lru,8192,2,128,131072,2,128
846,rrip,8192,2,128,131072,4,128
847,lru,8192,2,128,131072,8,128
848,rrip,8192,2,128,131072,2,128
849,rand,8192,2,128,131072,2,128
850,rand,8192,2,128,131072,8,128
851,rrip,8192,2,128,131072,8,128
852,lru,8192,2,128,131072,16,128
853,rand,8192,2,128,131072,16,128
854,rrip,8192,2,128,131072,16,128
855,lru,8192,4,128,131072,1,128
856,rand,8192,4,128,131072,1,128
857,rrip,8192,4,128,131072,2,128
858,rand,8192,4,128,131072,2,128
859,lru,8192,4,128,131072,2,128
860,rrip,8192,4,128,131072,1,128
861,lru,8192,4,128,131072,4,128
862,rrip,8192,4,128,131072,4,128
863,rand,8192,4,128,131072,4,128
864,lru,8192,4,128,131072,8,128
865,rand,8192,4,128,131072,8,128
866,rrip,8192,4,128,131072,8,128
867,rand,8192,4,128,131072,16,128
868,rrip,8192,4,128,131072,16,128
869,lru,8192,4,128,131072,16,128
870,lru,8192,8,128,131072,1,128
871,rrip,8192,8,128,131072,1,128
872,rand,8192,8,128,131072,1,128
873,rrip,8192,8,128,131072,2,128
874,lru,8192,8,128,131072,4,128
875,lru,8192,8,128,131072,2,128
876,rand,8192,8,128,131072,4,128
877,rand,8192,8,128,131072,2,128
878,lru,8192,8,128,131072,8,128
879,rrip,8192,8,128,131072,4,128
880,rand,8192,8,128,131072,8,128
881,lru,8192,8,128,131072,16,128
882,rrip,8192,8,128,131072,8,128
883,rand,8192,8,128,131072,16,128
884,rrip,8192,8,128,131072,16,128
885,lru,8192,16,128,131072,1,128
886,rand,8192,16,128,131072,1,128
887,rrip,8192,16,128,131072,1,128
888,lru,8192,16,128,131072,2,128
889,rand,8192,16,128,131072,2,128
890,rand,8192,16,128,131072,4,128
891,lru,8192,16,128,131072,4,128
892,rrip,8192,16,128,131072,2,128
893,lru,8192,16,128,131072,8,128
894,rand,8192,16,128,131072,8,128
895,rrip,8192,16,128,131072,4,128
896,rrip,8192,16,128,131072,8,128
897,rand,8192,16,128,131072,16,128
898,lru,8192,16,128,131072,16,128
899,rrip,8192,16,128,131072,16,128
900,rand,8192,1,128,262144,1,128
901,lru,8192,1,128,262144,1,128
902,rrip,8192,1,128,262144,1,128
903,rrip,8192,1,128,262144,2,128
904,lru,8192,1,128,262144,2,128
905,rand,8192,1,128,262144,2,128
906,lru,8192,1,128,262144,8,128
907,lru,8192,1,128,262144,4,128
908,rand,8192,1,128,262144,4,128
909,rrip,8192,1,128,262144,4,128
910,rrip,8192,1,128,262144,8,128
911,rand,8192,1,128,262144,8,128
912,lru,8192,1,128,262144,16,128
913,rand,8192,1,128,262144,16,128
914,rrip,8192,1,128,262144,16,128
915,rand,8192,2,128,262144,1,128
916,rand,8192,2,128,262144,2,128
917,lru,8192,2,128,262144,2,128
918,lru,8192,2,128,262144,1,128
919,rrip,8192,2,128,262144,1,128
920,rand,8192,2,128,262144,4,128
921,rrip,8192,2,128,262144,2,128
922,lru,8192,2,128,262144,4,128
923,rrip,8192,2,128,262144,4,128
924,lru,8192,2,128,262144,8,128
925,rand,8192,2,128,262144,8,128
926,rrip,8192,2,128,262144,8,128
927,rrip,8192,2,128,262144,16,128
928,rand,8192,2,128,262144,16,128
929,lru,8192,2,128,262144,16,128
930,lru,8192,4,128,262144,1,128
931,rrip,8192,4,128,262144,1,128
932,rand,8192,4,128,262144,1,128
933,rrip,8192,4,128,262144,2,128
934,lru,8192,4,128,262144,2,128
935,rand,8192,4,128,262144,2,128
936,lru,8192,4,128,262144,4,128
937,rand,8192,4,128,262144,4,128
938,rrip,8192,4,128,262144,4,128
939,lru,8192,4,128,262144,8,128
940,rrip,8192,4,128,262144,8,128
941,rand,8192,4,128,262144,16,128
942,rand,8192,4,128,262144,8,128
943,rrip,8192,4,128,262144,16,128
944,lru,8192,4,128,262144,16,128
945,lru,8192,8,128,262144,1,128
946,rand,8192,8,128,262144,1,128
947,rrip,8192,8,128,262144,1,128
948,rand,8192,8,128,262144,2,128
949,lru,8192,8,128,262144,2,128
950,rrip,8192,8,128,262144,4,128
951,rrip,8192,8,128,262144,2,128
952,rand,8192,8,128,262144,8,128
953,lru,8192,8,128,262144,8,128
954,lru,8192,8,128,262144,4,128
955,rand,8192,8,128,262144,4,128
956,rrip,8192,8,128,262144,8,128
957,rand,8192,8,128,262144,16,128
958,rrip,8192,8,128,262144,16,128
959,lru,8192,8,128,262144,16,128
960,rand,8192,16,128,262144,1,128
961,rrip,8192,16,128,262144,1,128
962,rand,8192,16,128,262144,2,128
963,lru,8192,16,128,262144,1,128
964,rand,8192,16,128,262144,4,128
965,lru,8192,16,128,262144,2,128
966,lru,8192,16,128,262144,4,128
967,rrip,8192,16,128,262144,2,128
968,rrip,8192,16,128,262144,4,128
969,rand,8192,16,128,262144,8,128
970,lru,8192,16,128,262144,8,128
971,rrip,8192,16,128,262144,8,128
972,lru,8192,16,128,262144,16,128
973,rrip,8192,16,128,262144,16,128
974,rand,8192,16,128,262144,16,128
975,lru,8192,1,128,524288,1,128
976,rand,8192,1,128,524288,1,128
977,rand,8192,1,128,524288,2,128
978,lru,8192,1,128,524288,2,128
979,rrip,8192,1,128,524288,2,128
980,rrip,8192,1,128,524288,1,128
981,lru,8192,1,128,524288,4,128
982,rand,8192,1,128,524288,4,128
983,rrip,8192,1,128,524288,4,128
984,rand,8192,1,128,524288,8,128
985,lru,8192,1,128,524288,8,128
986,rrip,8192,1,128,524288,8,128
987,lru,8192,1,128,524288,16,128
988,rand,8192,1,128,524288,16,128
989,rrip,8192,1,128,524288,16,128
990,rand,8192,2,128,524288,1,128
991,rrip,8192,2,128,524288,1,128
992,lru,8192,2,128,524288,1,128
993,rand,8192,2,128,524288,2,128
994,lru,8192,2,128,524288,2,128
995,rrip,8192,2,128,524288,2,128
996,lru,8192,2,128,524288,4,128
997,rand,8192,2,128,524288,4,128
998,rrip,8192,2,128,524288,4,128
999,rand,8192,2,128,524288,16,128
1000,rand,8192,2,128,524288,8,128
1001,rrip,8192,2,128,524288,16,128
1002,rrip,8192,2,128,524288,8,128
1003,lru,8192,2,128,524288,16,128
1004,lru,8192,2,128,524288,8,128
1005,lru,8192,4,128,524288,1,128
1006,rand,8192,4,128,524288,1,128
1007,rrip,8192,4,128,524288,1,128
1008,rand,8192,4,128,524288,2,128
1009,lru,8192,4,128,524288,2,128
1010,rrip,8192,4,128,524288,2,128
1011,lru,8192,4,128,524288,4,128
1012,lru,8192,4,128,524288,8,128
1013,rand,8192,4,128,524288,4,128
1014,rrip,8192,4,128,524288,4,128
1015,rand,8192,4,128,524288,8,128
1016,rrip,8192,4,128,524288,16,128
1017,rrip,8192,4,128,524288,8,128
1018,rand,8192,4,128,524288,16,128
1019,lru,8192,4,128,524288,16,128
1020,rand,8192,8,128,524288,1,128
1021,lru,8192,8,128,524288,1,128
1022,rrip,8192,8,128,524288,1,128
1023,lru,8192,8,128,524288,2,128
1024,rand,8192,8,128,524288,4,128
1025,rrip,8192,8,128,524288,2,128
1026,lru,8192,8,128,524288,4,128
1027,rand,8192,8,128,524288,2,128
1028,rrip,8192,8,128,524288,4,128
1029,lru,8192,8,128,524288,8,128
1030,rand,8192,8,128,524288,8,128
1031,rrip,8192,8,128,524288,8,128
1032,rand,8192,8,128,524288,16,128
1033,lru,8192,8,128,524288,16,128
1034,rrip,8192,8,128,524288,16,128
1035,lru,8192,16,128,524288,1,128
1036,rand,8192,16,128,524288,1,128
1037,rrip,8192,16,128,524288,1,128
1038,rand,8192,16,128,524288,2,128
1039,rrip,8192,16,128,524288,2,128
1040,lru,8192,16,128,524288,2,128
1041,lru,8192,16,128,524288,4,128
1042,rrip,8192,16,128,524288,4,128
1043,rand,8192,16,128,524288,4,128
1044,lru,8192,16,128,524288,8,128
1045,rand,8192,16,128,524288,16,128
1046,rrip,8192,16,128,524288,8,128
1047,rand,8192,16,128,524288,8,128
1048,rrip,8192,16,128,524288,16,128
1049,lru,8192,16,128,524288,16,128
1050,lru,8192,1,128,1048576,1,128
1051,rrip,8192,1,128,1048576,1,128
1052,rrip,8192,1,128,1048576,2,128
1053,rand,8192,1,128,1048576,1,128
1054,rand,8192,1,128,1048576,2,128
1055,lru,8192,1,128,1048576,2,128
1056,lru,8192,1,128,1048576,4,128
1057,rand,8192,1,128,1048576,4,128
1058,lru,8192,1,128,1048576,8,128
1059,rrip,8192,1,128,1048576,8,128
1060,rand,8192,1,128,1048576,8,128
1061,rrip,8192,1,128,1048576,4,128
1062,rand,8192,1,128,1048576,16,128
1063,rrip,8192,1,128,1048576,16,128
1064,lru,8192,1,128,1048576,16,128
1065,rand,8192,2,128,1048576,1,128
1066,lru,8192,2,128,1048576,2,128
1067,rrip,8192,2,128,1048576,1,128
1068,lru,8192,2,128,1048576,1,128
1069,rand,8192,2,128,1048576,2,128
1070,rrip,8192,2,128,1048576,2,128
1071,rand,8192,2,128,1048576,4,128
1072,lru,8192,2,128,1048576,4,128
1073,rand,8192,2,128,1048576,8,128
1074,lru,8192,2,128,1048576,8,128
1075,rrip,8192,2,128,1048576,8,128
1076,rrip,8192,2,128,1048576,4,128
1077,lru,8192,2,128,1048576,16,128
1078,rrip,8192,2,128,1048576,16,128
1079,rand,8192,2,128,1048576,16,128
1080,rand,8192,4,128,1048576,1,128
1081,lru,8192,4,128,1048576,1,128
1082,rrip,8192,4,128,1048576,1,128
1083,lru,8192,4,128,1048576,2,128
1084,rand,8192,4,128,1048576,2,128
1085,rrip,8192,4,128,1048576,2,128
1086,lru,8192,4,128,1048576,4,128
1087,rrip,8192,4,128,1048576,4,128
1088,rrip,8192,4,128,1048576,8,128
1089,rand,8192,4,128,1048576,8,128
1090,lru,8192,4,128,1048576,8,128
1091,rand,8192,4,128,1048576,4,128
1092,lru,8192,4,128,1048576,16,128
1093,rand,8192,4,128,1048576,16,128
1094,rrip,8192,4,128,1048576,16,128
1095,rand,8192,8,128,1048576,1,128
1096,rrip,8192,8,128,1048576,1,128
1097,lru,8192,8,128,1048576,1,128
1098,lru,8192,8,128,1048576,2,128
1099,rand,8192,8,128,1048576,2,128
1100,rrip,8192,8,128,1048576,2,128
1101,rrip,8192,8,128,1048576,4,128
1102,rand,8192,8,128,1048576,4,128
1103,lru,8192,8,128,1048576,4,128
1104,lru,8192,8,128,1048576,8,128
1105,rand,8192,8,128,1048576,8,128
1106,rrip,8192,8,128,1048576,8,128
1107,rand,8192,8,128,1048576,16,128
1108,lru,8192,8,128,1048576,16,128
1109,rrip,8192,8,128,1048576,16,128
1110,rand,8192,16,128,1048576,1,128
1111,lru,8192,16,128,1048576,1,128
1112,rand,8192,16,128,1048576,2,128
1113,rrip,8192,16,128,1048576,2,128
1114,lru,8192,16,128,1048576,2,128
1115,rrip,8192,16,128,1048576,1,128
1116,lru,8192,16,128,1048576,4,128
1117,rand,8192,16,128,1048576,4,128
1118,rrip,8192,16,128,1048576,4,128
1119,rand,8192,16,128,1048576,8,128
1120,rand,8192,16,128,1048576,16,128
1121,lru,8192,16,128,1048576,8,128
1122,rrip,8192,16,128,1048576,8,128
1123,rrip,8192,16,128,1048576,16,128
1124,lru,8192,16,128,1048576,16,128
1125,rand,16384,1,128,65536,1,128
1126,lru,16384,1,128,65536,1,128
1127,lru,16384,1,128,65536,2,128
1128,rrip,16384,1,128,65536,2,128
1129,rrip,16384,1,128,65536,1,128
1130,rand,16384,1,128,65536,2,128
1131,lru,16384,1,128,65536,4,128
1132,rand,16384,1,128,65536,4,128
1133,rrip,16384,1,128,65536,4,128
1134,lru,16384,1,128,65536,8,128
1135,rrip,16384,1,128,65536,8,128
1136,rand,16384,1,128,65536,8,128
1137,rand,16384,1,128,65536,16,128
1138,rrip,16384,1,128,65536,16,128
1139,lru,16384,1,128,65536,16,128
1140,lru,16384,2,128,65536,1,128
1141,rrip,16384,2,128,65536,1,128
1142,rrip,16384,2,128,65536,2,128
1143,rand,16384,2,128,65536,4,128
1144,lru,16384,2,128,65536,2,128
1145,lru,16384,2,128,65536,4,128
1146,rand,16384,2,128,65536,2,128
1147,rand,16384,2,128,65536,1,128
1148,rrip,16384,2,128,65536,4,128
1149,lru,16384,2,128,65536,8,128
1150,rand,16384,2,128,65536,8,128
1151,rrip,16384,2,128,65536,8,128
1152,lru,16384,2,128,65536,16,128
1153,rand,16384,2,128,65536,16,128
1154,rrip,16384,2,128,65536,16,128
1155,lru,16384,4,128,65536,1,128
1156,rand,16384,4,128,65536,1,128
1157,rrip,16384,4,128,65536,1,128
1158,rand,16384,4,128,65536,2,128
1159,rrip,16384,4,128,65536,2,128
1160,lru,16384,4,128,65536,2,128
1161,rand,16384,4,128,65536,4,128
1162,lru,16384,4,128,65536,4,128
1163,rrip,16384,4,128,65536,4,128
1164,lru,16384,4,128,65536,8,128
1165,rrip,16384,4,128,65536,8,128
1166,lru,16384,4,128,65536,16,128
1167,rand,16384,4,128,65536,16,128
1168,rand,16384,4,128,65536,8,128
1169,rrip,16384,4,128,65536,16,128
1170,rand,16384,8,128,65536,1,128
1171,rrip,16384,8,128,65536,1,128
1172,lru,16384,8,128,65536,2,128
1173,lru,16384,8,128,65536,1,128
1174,rand,16384,8,128,65536,2,128
1175,rrip,16384,8,128,65536,2,128
1176,lru,16384,8,128,65536,4,128
1177,rand,16384,8,128,65536,4,128
1178,rrip,16384,8,128,65536,4,128
1179,lru,16384,8,128,65536,8,128
1180,rand,16384,8,128,65536,8,128
1181,rrip,16384,8,128,65536,8,128
1182,rand,16384,8,128,65536,16,128
1183,rrip,16384,8,128,65536,16,128
1184,lru,16384,8,128,65536,16,128
1185,rand,16384,16,128,65536,1,128
1186,lru,16384,16,128,65536,1,128
1187,rrip,16384,16,128,65536,1,128
1188,lru,16384,16,128,65536,2,128
1189,rand,16384,16,128,65536,2,128
1190,rand,16384,16,128,65536,4,128
1191,rrip,16384,16,128,65536,2,128
1192,lru,16384,16,128,65536,4,128
1193,rrip,16384,16,128,65536,4,128
1194,rrip,16384,16,128,65536,8,128
1195,rand,16384,16,128,65536,8,128
1196,lru,16384,16,128,65536,8,128
1197,rrip,16384,16,128,65536,16,128
1198,rand,16384,16,128,65536,16,128
1199,lru,16384,16,128,65536,16,128
1200,rand,16384,1,128,131072,1,128
1201,lru,16384,1,128,131072,1,128
1202,rrip,16384,1,128,131072,1,128
1203,rrip,16384,1,128,131072,2,128
1204,rand,16384,1,128,131072,2,128
1205,lru,16384,1,128,131072,2,128
1206,lru,16384,1,128,131072,4,128
1207,rrip,16384,1,128,131072,4,128
1208,rand,16384,1,128,131072,4,128
1209,rand,16384,1,128,131072,8,128
1210,rrip,16384,1,128,131072,8,128
1211,lru,16384,1,128,131072,8,128
1212,lru,16384,1,128,131072,16,128
1213,rand,16384,1,128,131072,16,128
1214,rrip,16384,1,128,131072,16,128
1215,rand,16384,2,128,131072,1,128
1216,lru,16384,2,128,131072,1,128
1217,rand,16384,2,128,131072,2,128
1218,lru,16384,2,128,131072,2,128
1219,rrip,16384,2,128,131072,2,128
1220,rrip,16384,2,128,131072,1,128
1221,rand,16384,2,128,131072,4,128
1222,lru,16384,2,128,131072,8,128
1223,lru,16384,2,128,131072,4,128
1224,rand,16384,2,128,131072,8,128
1225,rrip,16384,2,128,131072,8,128
1226,rrip,16384,2,128,131072,4,128
1227,rrip,16384,2,128,131072,16,128
1228,lru,16384,2,128,131072,16,128
1229,rand,16384,2,128,131072,16,128
1230,lru,16384,4,128,131072,2,128
1231,rand,16384,4,128,131072,1,128
1232,rrip,16384,4,128,131072,1,128
1233,lru,16384,4,128,131072,1,128
1234,rand,16384,4,128,131072,2,128
1235,rrip,16384,4,128,131072,2,128
1236,rand,16384,4,128,131072,4,128
1237,lru,16384,4,128,131072,4,128
1238,rrip,16384,4,128,131072,4,128
1239,lru,16384,4,128,131072,8,128
1240,rand,16384,4,128,131072,16,128
1241,rrip,16384,4,128,131072,16,128
1242,rrip,16384,4,128,131072,8,128
1243,rand,16384,4,128,131072,8,128
1244,lru,16384,4,128,131072,16,128
1245,rrip,16384,8,128,131072,1,128
1246,lru,16384,8,128,131072,1,128
1247,rand,16384,8,128,131072,1,128
1248,rrip,16384,8,128,131072,2,128
1249,rand,16384,8,128,131072,2,128
1250,lru,16384,8,128,131072,2,128
1251,lru,16384,8,128,131072,4,128
1252,rrip,16384,8,128,131072,4,128
1253,rrip,16384,8,128,131072,8,128
1254,rand,16384,8,128,131072,4,128
1255,rrip,16384,8,128,131072,16,128
1256,lru,16384,8,128,131072,16,128
1257,lru,16384,8,128,131072,8,128
1258,rand,16384,8,128,131072,16,128
1259,rand,16384,8,128,131072,8,128
1260,rand,16384,16,128,131072,1,128
1261,lru,16384,16,128,131072,1,128
1262,rrip,16384,16,128,131072,1,128
1263,rand,16384,16,128,131072,2,128
1264,rrip,16384,16,128,131072,2,128
1265,rrip,16384,16,128,131072,4,128
1266,lru,16384,16,128,131072,2,128
1267,rand,16384,16,128,131072,4,128
1268,lru,16384,16,128,131072,8,128
1269,lru,16384,16,128,131072,4,128
1270,rrip,16384,16,128,131072,8,128
1271,rand,16384,16,128,131072,8,128
1272,lru,16384,16,128,131072,16,128
1273,rand,16384,16,128,131072,16,128
1274,rrip,16384,16,128,131072,16,128
1275,lru,16384,1,128,262144,1,128
1276,rand,16384,1,128,262144,1,128
1277,rrip,16384,1,128,262144,1,128
1278,lru,16384,1,128,262144,2,128
1279,rrip,16384,1,128,262144,2,128
1280,rand,16384,1,128,262144,2,128
1281,lru,16384,1,128,262144,4,128
1282,rand,16384,1,128,262144,4,128
1283,rrip,16384,1,128,262144,4,128
1284,lru,16384,1,128,262144,8,128
1285,rand,16384,1,128,262144,8,128
1286,rrip,16384,1,128,262144,8,128
1287,rand,16384,1,128,262144,16,128
1288,rrip,16384,1,128,262144,16,128
1289,lru,16384,1,128,262144,16,128
1290,lru,16384,2,128,262144,1,128
1291,rand,16384,2,128,262144,1,128
1292,rrip,16384,2,128,262144,1,128
1293,lru,16384,2,128,262144,2,128
1294,rand,16384,2,128,262144,2,128
1295,rrip,16384,2,128,262144,2,128
1296,rrip,16384,2,128,262144,4,128
1297,rand,16384,2,128,262144,4,128
1298,rand,16384,2,128,262144,8,128
1299,rrip,16384,2,128,262144,8,128
1300,rrip,16384,2,128,262144,16,128
1301,lru,16384,2,128,262144,16,128
1302,lru,16384,2,128,262144,8,128
1303,lru,16384,2,128,262144,4,128
1304,rand,16384,2,128,262144,16,128
1305,lru,16384,4,128,262144,1,128
1306,rand,16384,4,128,262144,1,128
1307,rrip,16384,4,128,262144,1,128
1308,rand,16384,4,128,262144,2,128
1309,lru,16384,4,128,262144,2,128
1310,rrip,16384,4,128,262144,2,128
1311,rrip,16384,4,128,262144,4,128
1312,rand,16384,4,128,262144,4,128
1313,lru,16384,4,128,262144,8,128
1314,lru,16384,4,128,262144,4,128
1315,rand,16384,4,128,262144,16,128
1316,lru,16384,4,128,262144,16,128
1317,rand,16384,4,128,262144,8,128
1318,rrip,16384,4,128,262144,8,128
1319,rrip,16384,4,128,262144,16,128
1320,lru,16384,8,128,262144,1,128
1321,lru,16384,8,128,262144,2,128
1322,rrip,16384,8,128,262144,1,128
1323,rand,16384,8,128,262144,1,128
1324,rand,16384,8,128,262144,2,128
1325,rand,16384,8,128,262144,4,128
1326,lru,16384,8,128,262144,4,128
1327,rrip,16384,8,128,262144,2,128
1328,rrip,16384,8,128,262144,4,128
1329,rrip,16384,8,128,262144,8,128
1330,lru,16384,8,128,262144,8,128
1331,rand,16384,8,128,262144,8,128
1332,lru,16384,8,128,262144,16,128
1333,rrip,16384,8,128,262144,16,128
1334,rand,16384,8,128,262144,16,128
1335,rrip,16384,16,128,262144,1,128
1336,lru,16384,16,128,262144,4,128
1337,rrip,16384,16,128,262144,4,128
1338,rand,16384,16,128,262144,2,128
1339,rand,16384,16,128,262144,4,128
1340,rand,16384,16,128,262144,1,128
1341,rrip,16384,16,128,262144,2,128
1342,lru,16384,16,128,262144,2,128
1343,lru,16384,16,128,262144,1,128
1344,rand,16384,16,128,262144,8,128
1345,lru,16384,16,128,262144,8,128
1346,rrip,16384,16,128,262144,8,128
1347,rrip,16384,16,128,262144,16,128
1348,lru,16384,16,128,262144,16,128
1349,rand,16384,16,128,262144,16,128
1350,rand,16384,1,128,524288,1,128
1351,lru,16384,1,128,524288,1,128
1352,rrip,16384,1,128,524288,1,128
1353,lru,16384,1,128,524288,2,128
1354,rand,16384,1,128,524288,2,128
1355,rand,16384,1,128,524288,4,128
1356,rrip,16384,1,128,524288,4,128
1357,lru,16384,1,128,524288,4,128
1358,rrip,16384,1,128,524288,2,128
1359,lru,16384,1,128,524288,8,128
1360,rrip,16384,1,128,524288,8,128
1361,rand,16384,1,128,524288,8,128
1362,rand,16384,1,128,524288,16,128
1363,lru,16384,1,128,524288,16,128
1364,rrip,16384,1,128,524288,16,128
1365,lru,16384,2,128,524288,1,128
1366,rand,16384,2,128,524288,1,128
1367,rrip,16384,2,128,524288,1,128
1368,rrip,16384,2,128,524288,2,128
1369,lru,16384,2,128,524288,4,128
1370,rand,16384,2,128,524288,2,128
1371,rand,16384,2,128,524288,4,128
1372,rrip,16384,2,128,524288,4,128
1373,lru,16384,2,128,524288,8,128
1374,lru,16384,2,128,524288,2,128
1375,rand,16384,2,128,524288,8,128
1376,rand,16384,2,128,524288,16,128
1377,rrip,16384,2,128,524288,8,128
1378,lru,16384,2,128,524288,16,128
1379,rrip,16384,2,128,524288,16,128
1380,lru,16384,4,128,524288,1,128
1381,rrip,16384,4,128,524288,1,128
1382,rand,16384,4,128,524288,1,128
1383,rrip,16384,4,128,524288,2,128
1384,lru,16384,4,128,524288,2,128
1385,rand,16384,4,128,524288,2,128
1386,lru,16384,4,128,524288,8,128
1387,lru,16384,4,128,524288,4,128
1388,rand,16384,4,128,524288,8,128
1389,rrip,16384,4,128,524288,4,128
1390,rand,16384,4,128,524288,4,128
1391,rrip,16384,4,128,524288,8,128
1392,lru,16384,4,128,524288,16,128
1393,rrip,16384,4,128,524288,16,128
1394,rand,16384,4,128,524288,16,128
1395,rand,16384,8,128,524288,1,128
1396,rrip,16384,8,128,524288,1,128
1397,rand,16384,8,128,524288,2,128
1398,lru,16384,8,128,524288,2,128
1399,lru,16384,8,128,524288,1,128
1400,rrip,16384,8,128,524288,2,128
1401,rand,16384,8,128,524288,4,128
1402,rrip,16384,8,128,524288,4,128
1403,rand,16384,8,128,524288,8,128
1404,lru,16384,8,128,524288,4,128
1405,rrip,16384,8,128,524288,8,128
1406,lru,16384,8,128,524288,16,128
1407,lru,16384,8,128,524288,8,128
1408,rrip,16384,8,128,524288,16,128
